source_id,country,site,species,variable,value,pubmed_id,reference,
2408,Vietnam,Na Ang,Anopheles sinensis,RHB,0.69,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles sinensis,RHB,2.83,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles sinensis,RHB,4.78,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles splendidus,RHB,0.2,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles subpictus,RHB,0.55,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles sundaicus,RHB,11.53,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles tessellatus,RHB,0.08,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles tessellatus,RHB,0.56,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles tessellatus,RHB,1.3,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Van Duc A,Anopheles tessellatus,RHB,3.96,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles umbrosus,RHB,2.5,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles umbrosus,RHB,6.67,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Khoi,Anopheles vagus,RHB,0.02,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Na Ang,Anopheles vagus,RHB,0.07,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles vagus,RHB,0.13,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Cha Ong Chan,Anopheles vagus,RHB,0.42,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
2408,Vietnam,Village 3,Anopheles varuna,RHB,0.02,15730510,"Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., BriÙt, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62",
3949,Tanzania,Namawala,Anopheles funestus complex,sac_rate,0.62,NA,"Charlwood, J.D., Smith, T., Billingsley, P.F., Takken, W., Lyimo, E.O.K. and Meuwissen, J.H.E.T. (1997).  Survival and infection probabilities of anthropophagic anophelines from an area of high prevalence of Plasmodium falciparum in humans. Bulletin of Entomological Research, 87(5):445-453",
3949,Tanzania,Namawala,Anopheles gambiae complex,sac_rate,0.31,NA,"Charlwood, J.D., Smith, T., Billingsley, P.F., Takken, W., Lyimo, E.O.K. and Meuwissen, J.H.E.T. (1997).  Survival and infection probabilities of anthropophagic anophelines from an area of high prevalence of Plasmodium falciparum in humans. Bulletin of Entomological Research, 87(5):445-453",
4483,Tanzania,Kikulukutu,Anopheles arabiensis,sac_rate,0.3,NA,"Charlwood, J.D., Kihonda, J., Sama, S., Billingsley, P.F., Hadji, J., Verhave, J.P., Lyimo, E., Luttikhuizen, P.C., Smith, T. and . (1995).  The Rise and Fall of Anopheles Arabiensis (Diptera, Culicidae) in a Tanzanian Village. Bulletin of Entomological Research, 85(1):37-44",
6609,Vietnam,,Anopheles aconitus,RHB,0.135,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles annularis,RHB,0.089,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles barbirostris,RHB,0.056,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles crawfordi,RHB,0,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles dirus,RHB,8.538,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles harrisoni,RHB,0.076,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles jamesii,RHB,1,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",2(3):384-92
6609,Vietnam,,Anopheles jeyporiensis,RHB,0.012,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles maculatus,RHB,0.325,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles minimus,RHB,0.357,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles nivipes,RHB,0.03,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles peditaeniatus,RHB,0.057,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles philippinensis,RHB,0.096,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles sawadwongporni,RHB,0.555,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles sinensis,RHB,0.396,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles tessellatus,RHB,1,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles umbrosus,RHB,0,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6609,Vietnam,,Anopheles vagus,RHB,0.014,20846447,"Manh CD, Beebe NW, Van VN, Quang TL, Lein CT, Nguyen DV, et al. Vectors and malaria transmission in deforested, rural communities in north-central Vietnam. Malar J. 2010",
6683,Bangladesh,,Anopheles annularis,Chi,0.375,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles baimai,Chi,0.8,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles barbirostris,Chi,0.046,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles jamesii,Chi,0.333,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles karwari,Chi,0.034,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles kochi,Chi,0,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles maculatus,Chi,0.267,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles minimus,Chi,0.436,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles nigerrimus,Chi,0,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles pallidus,Chi,0.333,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles peditaeniatus,Chi,0.064,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles philippinensis,Chi,0.184,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles subpictus,Chi,0.121,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles umbrosus,Chi,0.046,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles vagus,Chi,0.103,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles annularis,proportion_indoor_biting,0.571,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles baimai,proportion_indoor_biting,0.6,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles barbirostris,proportion_indoor_biting,0.5,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles jamesii,proportion_indoor_biting,1,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles karwari,proportion_indoor_biting,0.719,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles kochi,proportion_indoor_biting,1,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles maculatus,proportion_indoor_biting,0.909,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles minimus,proportion_indoor_biting,0.618,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles nigerrimus,proportion_indoor_biting,0.966,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles pallidus,proportion_indoor_biting,0.667,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles peditaeniatus,proportion_indoor_biting,0.863,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles philippinensis,proportion_indoor_biting,0.551,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles subpictus,proportion_indoor_biting,1,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles umbrosus,proportion_indoor_biting,0.229,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6683,Bangladesh,,Anopheles vagus,proportion_indoor_biting,0.909,22336191,"Bashar, K., Tuno, N., Ahmed, T.U. and Howlader, A.J. (2012).  Blood-feeding patterns of Anopheles mosquitoes in a malaria-endemic area of Bangladesh. Parasites & Vectors, 5(1):39",
6734,Solomon Islands,,Anopheles farauti,DailySurvival,0.7,21961990,"Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287",
6734,Solomon Islands,,Anopheles farauti,DailySurvival,0.675,21961990,"Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287",
6734,Solomon Islands,,Anopheles farauti,M,2.5,21961990,"Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287",
6734,Solomon Islands,,Anopheles farauti,proportion_indoor_biting,0.48,21961990,"Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287",
6734,Solomon Islands,,Anopheles farauti,proportion_indoor_biting,0.546,21961990,"Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287",
6737,Solomon Islands,Guadalcanal,Anopheles farauti,DailySurvival,0.79,24528850,"Bugoro, H., Hii, J.L., Butafa, C., Iro'ofa, C., Apairamo, A., Cooper, R.D., Chen, C.C. and Russell, T.L. (2014).  The bionomics of the malaria vector Anopheles farauti in Northern Guadalcanal, Solomon Islands: issues for successful vector control. Malaria Journal, 13(1):56",
6737,Solomon Islands,Guadalcanal,Anopheles farauti,proportion_indoor_biting,0.36,24528850,"Bugoro, H., Hii, J.L., Butafa, C., Iro'ofa, C., Apairamo, A., Cooper, R.D., Chen, C.C. and Russell, T.L. (2014).  The bionomics of the malaria vector Anopheles farauti in Northern Guadalcanal, Solomon Islands: issues for successful vector control. Malaria Journal, 13(1):56",
9001,PNG,Madang  (wet season),Anopheles farauti,gonotrophic_cycle,2.49,NA,"Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985",
9001,PNG,Madang (dry season),Anopheles farauti,gonotrophic_cycle,2.2,NA,"Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985",
9001,PNG,Madang (wet season),Anopheles farauti,M,0.48,NA,"Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985",
9001,PNG,Madang (dry season),Anopheles farauti,M,0.61,NA,"Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985",
9001,PNG,Madang,Anopheles farauti,sac_rate,0.53,NA,"Charlwood JD, Birley MH, Dagoro H, Paru R, Holmes PR. Assessing Survival Rates of Anopheles-Farauti (Diptera, Culicidae) from Papua-New-Guinea. Journal of Animal Ecology. 1985",
9002,India,1,Anopheles subpictus,Chi,0.41,NA,"Chatterjee S, Chandra G. Role of Anopheles subpictus as a Primary Vector of Malaria in an area in India. Jpn J Trop Med Hyg. 2000",
9002,India,1,Anopheles subpictus,gonotrophic_cycle,4,NA,"Chatterjee S, Chandra G. Role of Anopheles subpictus as a Primary Vector of Malaria in an area in India. Jpn J Trop Med Hyg. 2000",
9002,India,1,Anopheles subpictus,M,0.58,NA,"Chatterjee S, Chandra G. Role of Anopheles subpictus as a Primary Vector of Malaria in an area in India. Jpn J Trop Med Hyg. 2000",
9003,India,Assam,Anopheles dirus,indoor_resting_by_biting,5.128,15516642,"Dev V, Phookan S, Sharma VP, Anand SP. Physiographic and entomologic risk factors of malaria in Assam, India. Am J Trop Med Hyg. 2004",
9003,India,Assam,Anopheles minimus,indoor_resting_by_biting,162.464,15516642,"Dev V, Phookan S, Sharma VP, Anand SP. Physiographic and entomologic risk factors of malaria in Assam, India. Am J Trop Med Hyg. 2004",
9003,India,Assam,Anopheles philippinensis,indoor_resting_by_biting,3.252,15516642,"Dev V, Phookan S, Sharma VP, Anand SP. Physiographic and entomologic risk factors of malaria in Assam, India. Am J Trop Med Hyg. 2004",
9004,India,2,Anopheles dirus,Chi,0.905,9280007,"Dutta P, Bhattacharyya DR, Khan SA, Sharma CK, Mahanta J. Feeding patterns of Anopheles dirus, the major vector of forest malaria in north east India. Southeast Asian J Trop Med Public Health. 1996",
9005,Indonesia,,Anopheles aconitus,Chi,0.087,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles balabacensis,Chi,0.098,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles bancroftii,Chi,0.9,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles barbirostris,Chi,0.118,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles farauti s.l.,Chi,0.9,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles flaviirostris,Chi,0.091,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles kochi,Chi,0.106,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles koliensis,Chi,0.741,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles leucosphyrus,Chi,0.99,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles maculatus,Chi,0.315,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles nigerrimus,Chi,0.072,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles punctulatus,Chi,0.798,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
9005,Indonesia,,Anopheles sinensis,Chi,0.78,23876873,"Elyazar IR, Sinka ME, Gething PW, Tarmidzi SN, Surya A, Kusriastuti R, et al. The distribution and bionomics of anopheles malaria vector mosquitoes in Indonesia. Adv Parasitol. 2013",
